txt1	lvl11	lvl12	lvl13	lvl14	txt2	lvl21	lvl22	lvl23	lvl24	mantra_id	pratika
VS			22	20	TB	3	1	4	5	3677	
VS			22	20	TB	3	1	6	6	3677	
VS			9	24c	MS		1	11	4c	3680	
VS			9	24c	KS			14	2c	3680	
VS			9	24c	ŚB	5	2	2	6c	3680	
TS	6	1	4	3	HirŚ		7	1	57	3683	
ViDh			30	47b	SaṃhitopaniṣadB				3b	3687	
ViDh			30	47b	N			2	4b	3687	
RV		7	32	22b	SV			1	233b	3690	
RV		7	32	22b	SV			2	30b	3690	
RV		7	32	22b	VS			27	35b	3690	
RV		7	32	22b	TS	2	4	14	2b	3690	
RV		7	32	22b	MS		2	13	9b	3690	
RV		7	32	22b	KS			39	12b	3690	
RV		7	32	22b	JB			1	293b	3690	
RV		7	32	22b	ApŚ		17	8	4b	3690	
RV		7	32	22b	ApŚ		19	22	16b	3690	
RV		7	32	22b	MŚ	5	2	3	8b	3690	
RV		7	32	22b	MŚ	5	2	3	12b	3690	
RV		7	32	22b	ŚirasU				4b	3690	
RV		10	85	43c	SMB		1	2	18c	3691	
RV		10	85	43c	ApMB		1	11	5c	3691	
RV		10	85	43c	JG			1	21c	3691	
KS			7	12d	MŚ	1	5	2	15a	3694	
RV		1	50	3a	AVŚ		20	47	15a	3702	
RV		1	50	3a	ArS			5	8a	3702	
RV		1	50	3a	VS			8	40a	3702	
RV		1	50	3a	MS		1	3	33a	3702	
RV		1	50	3a	KS			4	11a	3702	
RV		1	50	3a	ŚB	4	5	4	11a	3702	
RV		1	50	3a	ApŚ		16	12	1a	3702	
RV		1	50	3a	MŚ	7	2	2	26	3702	
RV		1	50	3a	KŚ		12	3	2	3702	adṛśram
ApŚ		4	12	6	ApŚ		13	16	10	3738	
MS		1	4	1	MŚ	1	4	2	22	3741	
RV		8	101	11d	VS			33	39d	3751	
RV		1	164	40c	AVŚ		9	10	20c	3753	
RV		1	164	40c	KŚ		25	1	19c	3753	
RV		1	164	40c	ApŚ		9	5	4c	3753	
RV		1	164	40c	ApŚ		15	12	3	3753	
RV		1	164	40c	N			11	44c	3753	
RV		10	15	12d	AVŚ		18	4	65d	3754	
RV		10	15	12d	VS			19	66d	3754	
RV		10	15	12d	TS	2	6	12	5d	3754	
VS			17	1b	MS		2	10	1b	3775	
VS			17	1b	KS			17	17b	3775	
VS			17	1b	ŚB	9	1	2	5	3775	
VS			19	73a	KS			38	1a	3777	
VS			19	73a	TB	2	6	2	1a	3777	
TS	1	1	8	1	MŚ	1	2	3	14	3778	
TS	7	1	11	1	KSA			1	2	3784	
TS	7	1	11	1	TB	3	8	7	3	3784	
VS			6	9	TS	1	3	11	1	3787	
VS			6	9	TS	3	5	8	1	3787	
VS			6	9	KS			3	5	3787	
VS			6	9	KS			26	8	3787	
VS			6	9	KS			30	5	3787	
VS			6	9	ŚB	3	7	4	4	3787	
VS			6	9	ApŚ		7	26	12	3787	
VS			6	9	MŚ	7	2	4	21	3787	
VS			6	9	KŚ		6	3	31	3787	adbhyas tvā
VS			6	9	KŚ		20	6	7	3787	adbhyas tvā
ŚB	11	5	4	4	JG			1	12	3788	
VSK		6	2	3	TS	6	3	6	3	3789	
VSK		6	2	3	ApŚ		7	13	10	3789	
VSK		6	2	3	MŚ	1	8	3	7	3789	adbhyas tvauṣadhībhyaḥ
VSK		6	2	3	MŚ	7	2	4	21	3789	adbhyas tvauṣadhībhyaḥ
TA		3	13	1a	TA		10	1	3	3793	adbhyaḥ saṃbhūtaḥ
TA		3	13	1a	MahānU			1	12	3793	adbhyaḥ saṃbhūtaḥ
VS			31	17a	KS			39	2a	3795	
VS			31	17a	KŚ		21	1	17	3795	adbhyaḥ saṃbhṛtaḥ
VS			31	17a	PG		1	14	3	3795	adbhyaḥ saṃbhṛtaḥ
VS			31	17a	VārG			16	5	3795	adbhyaḥ saṃbhṛtaḥ
VS			31	17a	BṛhPDh			9	188	3795	adbhyaḥ saṃbhṛtaḥ
AVŚ		19	43	7	VS			22	29	3797	
AVŚ		19	43	7	VS			39	2	3797	
AVŚ		19	43	7	TS	1	8	13	3	3797	
AVŚ		19	43	7	TS	7	4	14	1	3797	
AVŚ		19	43	7	MS		3	12	10	3797	
AVŚ		19	43	7	KS			15	3	3797	
AVŚ		19	43	7	KSA			4	3	3797	
AVŚ		19	43	7	ŚB	14	3	2	13	3797	
AVŚ		19	43	7	TB	3	1	5	4	3797	
AVŚ		19	43	7	TB	3	8	17	5	3797	
AVŚ		19	43	7	TB	3	12	2	6	3797	
AVŚ		19	43	7	TAA		10	67	1	3797	
AVŚ		19	43	7	ApŚ		18	16	12	3797	
AVŚ		19	43	7	ApŚ		20	11	17	3797	
AVŚ		19	43	7	MahānU			19	2	3797	
AVŚ		19	43	7	Kauś			103	2	3797	
AVŚ		19	43	7	MDh			3	88	3797	
TB	3	7	14	1d	ApŚ		13	21	3d	3800	
TA		8	2	1c	MU			6	12c	3806	
RV		8	3	8c	SV			2	924c	3816	
RV		8	3	8c	VS			33	97c	3816	
RV		6	16	26b	TB	2	4	6	2b	3818	
RV		1	115	6a	MS		4	14	4a	3823	
RV		1	115	6a	TB	2	8	7	2a	3823	
RV		1	44	1d	SV			2	1130d	3824	
RV		1	163	13c	TS	4	6	7	5c	3825	
RV		1	163	13c	KSA			6	3c	3825	
RV		8	61	17a	JB			2	391	3828	
RV		8	61	17a	PB		4	7	7	3828	
RV		5	82	4a	AB		4	30	3	3832	
RV		5	82	4a	AB		5	2	6	3832	
RV		5	82	4a	AB		5	8	6	3832	
RV		5	82	4a	AB		5	17	6	3832	
RV		5	82	4a	AB		5	21	9	3832	
RV		5	82	4a	KB			19	9	3832	
RV		5	82	4a	KB			20	2	3832	
RV		5	82	4a	KB			25	9	3832	
RV		5	82	4a	TB	2	4	6	3a	3832	
RV		5	82	4a	AA	1	5	3	1	3832	
RV		5	82	4a	TA		10	10	2a	3832	
RV		5	82	4a	TA		10	49	1a	3832	
RV		5	82	4a	MahānU			9	6a	3832	
RV		5	82	4a	MahānU			17	7a	3832	
RV		5	82	4a	AŚ		5	18	5	3832	
RV		5	82	4a	ŚŚ		8	3	8	3832	
RV		5	82	4a	ŚŚ		18	22	2	3832	
RV		5	82	4a	ApŚ		6	23	1a	3832	
RV		5	82	4a	AG		3	6	5	3832	
RV		5	82	4a	ŚG		1	4	2	3832	
RV		5	82	4a	GG		3	3	32	3832	
RV		5	82	4a	Svidh		1	8	7	3832	
RV		10	55	5d	SV			1	325d	3834	
RV		10	55	5d	SV			2	1132d	3834	
RV		10	55	5d	MS		4	9	12d	3834	
RV		10	55	5d	TA		4	20	1d	3834	
RV		10	55	5d	KA		1	198	14d	3834	
RV		10	55	5d	N			14	18d	3834	
RV		7	104	15a	N			7	3	3835	
VS			1	14	KS			1	5	3856	
VS			1	14	KS			31	4	3856	
VS			1	14	ŚB	1	1	4	7	3856	
VS			1	14	TB	3	2	5	8	3856	
VS			1	14	ApŚ		1	19	8	3856	
VS			1	14	KŚ		2	4	4	3856	adrir asi
RV		6	5	1b	AVŚ		20	36	2d	3861	
RV		9	68	10c	VS			12	29c	3867	
RV		9	68	10c	MS		2	7	9c	3867	
RV		9	99	2a	JB			2	199	3875	
RV		9	99	2a	PB		18	8	16	3875	
AVŚ		2	8	1d	AVP		3	2	4d	3907	
RV		10	152	4d	AVP		2	88	3c	3917	
RV		10	152	4d	SV			2	1218d	3917	
RV		10	152	4d	VS			8	44d	3917	
RV		10	152	4d	VS			18	70d	3917	
RV		10	152	4d	ŚB	4	6	4	4d	3917	
RV		10	152	4d	ApŚ		20	20	7d	3917	
VS			16	5e	KS			17	11e	3918	
RV		10	133	2b	SV			2	1152b	3924	
AVŚ		5	22	3d	AVP		7	10	10d	3927	
AVŚ		5	22	3d	AVP		12	1	4d	3927	
RV		10	145	3d	ApMB		1	15	3d	3931	
MS		4	12	3b	ApŚ		16	2	10b	3934	
TA		4	38	1	ApMB		2	21	33f	3937	
TA		4	38	1	PG		3	13	6f	3937	
RV		7	90	3c	MS		4	14	2c	3943	
RV		7	90	3c	TB	2	8	1	1c	3943	
RV		4	27	1d	AU		2	4	5d	3945	
AVŚ		7	34	1c	VS			15	51d	3953	
AVŚ		7	34	1c	TS	4	7	13	3d	3953	
AVŚ		7	34	1c	MS		2	12	4d	3953	
AVŚ		7	34	1c	KS			18	18d	3953	
AVŚ		7	34	1c	ŚB	8	6	3	20	3953	
RV		10	133	4c	SV			2	442c	3955	
RV		10	133	4c	TS	1	6	12	4c	3955	
RV		10	133	4c	MS		4	12	3c	3955	
RV		7	3	2d	VS			15	62d	3963	
RV		7	3	2d	TS	4	4	3	3d	3963	
RV		7	3	2d	MS		2	8	14d	3963	
RV		7	3	2d	KS			17	10d	3963	
RV		7	3	2d	JB			3	207	3963	
RV		7	3	2d	ŚB	8	7	3	12d	3963	
AVŚ		18	3	17d	ApŚ		13	22	1b	3982	
RV		1	120	12a	Rvidh		1	25	1	3987	adha svapnasya
RV		10	129	5b	TB	2	8	9	5b	3991	
RV		10	10	14d	N			11	34d	3993	
RV		8	92	29c	SV			2	175c	3999	
VS			20	57c	KS			38	8c	4006	
VS			20	57c	TB	2	6	12	2c	4006	
RV		3	42	6c	RV		8	98	11c	4013	
RV		3	42	6c	AVŚ		20	24	6c	4013	
RV		3	42	6c	AVŚ		20	108	2c	4013	
RV		3	42	6c	TS	2	6	11	4c	4013	
RV		4	2	16a	VS			19	69a	4060	
RV		4	2	16a	TS	2	6	12	4a	4060	
RV		4	2	16a	AB		7	6	4	4060	
RV		8	100	2d	AVŚ		4	32	7b	4087	
RV		8	100	2d	AVP		4	32	7b	4087	
RV		10	97	2c	VS			12	76c	4090	
RV		10	97	2c	KS			16	13c	4090	
RV		10	97	2c	ŚB	7	2	4	27	4090	
RV		7	104	15c	N			7	3	4095	
RV		8	98	7a	VS			1	406a	4113	
RV		8	98	7a	VS			2	60a	4113	
RV		8	98	7a	GB		2	4	17	4113	
RV		8	98	7a	PB		17	1	5	4113	
RV		8	98	7a	AŚ		6	1	2	4113	
RV		8	98	7a	Vait			39	7	4113	
RV		8	98	7a	Vait			40	4	4113	
RV		8	98	7a	ŚŚ		9	4	2	4113	adhā hīndra
RV		6	1	2a	KS			18	20a	4114	
RV		6	1	2a	TB	3	6	10	1a	4114	
RV		4	10	2ab	VS			15	45ab	4116	
RV		4	10	2ab	TS	4	4	4	7ab	4116	
RV		4	10	2ab	MS		2	13	8ab	4116	
RV		4	10	2ab	KS			20	14ab	4116	
RV		4	10	2ab	AŚ		2	8	14ab	4116	
RV		4	10	2ab	MS		2	13	8	4116	adhā hy agne
RV		4	10	2ab	MS		4	10	2	4116	adhā hy agne
RV		4	10	2ab	MŚ	6	2	2	21	4116	adhā hy agne
RV		7	27	3b	ArS			1	2b	4120	
RV		7	27	3b	MS		4	14	14b	4120	
RV		7	27	3b	TB	2	8	5	8b	4120	
RV		1	154	2d	VS			5	20d	4122	
RV		1	154	2d	MS		1	2	9d	4122	
RV		1	154	2d	KS			2	10d	4122	
RV		1	154	2d	ŚB	3	5	3	23d	4122	
RV		1	154	2d	TB	2	4	3	4d	4122	
RV		1	154	2d	ApŚ		11	9	1d	4122	
RV		1	154	2d	NṛpU			2	4d	4122	
RV		8	91	3b	JB			1	220b	4124	
AVŚ		5	30	6d	AVP		15	17	8d	4130	
VS			6	2	ŚB	3	7	1	9	4136	
VS			6	33	ŚB	3	9	4	12	4138	
RV		1	83	3a	AB		1	19	8	4145	
RV		1	83	3a	AB		1	29	8	4145	
RV		1	83	3a	KB			8	4	4145	
RV		1	83	3a	KB			9	3	4145	
RV		1	83	3a	AŚ		4	6	3	4145	
RV		1	83	3a	AŚ		4	9	4	4145	
RV		1	83	3a	ŚŚ		5	9	12	4145	adhi dvayoḥ
RV		1	83	3a	ŚŚ		5	13	6	4145	adhi dvayoḥ
VS			15	2c	MS		2	8	7	4151	
VS			15	2c	KS			17	6c	4151	
VS			15	2c	TA		2	5	2c	4151	
VS			15	1c	MS		2	8	7c	4152	
VS			15	1c	KS			17	6c	4152	
VS			9	20	VS			22	30	4154	
VS			9	20	VS			22	32	4154	
VS			9	20	MS		3	12	11	4154	
VS			9	20	KS			14	1	4154	
VS			9	20	KS			35	10	4154	
VS			9	20	ŚB	5	2	1	2	4154	
VS			9	20	TB	3	10	7	1	4154	
VS			9	20	ApŚ		14	25	11	4154	
TS	3	5	2	4	KS			17	7	4160	
TS	3	5	2	4	KS			37	17	4160	
TS	3	5	2	4	PB		1	10	5	4160	
TS	3	5	2	4	Vait			26	1	4160	
TS	3	5	2	4	TS	5	3	6	2	4160	adhipatir asi
TS	3	5	2	4	GB		2	2	14	4160	adhipatir asi
TS	7	4	16	1	TB	3	9	16	2	4161	
VS			18	19	MS		2	11	5	4164	
VS			14	9	MS		2	8	2	4166	
VS			14	9	KS			17	2	4166	
VS			14	9	ŚB	8	2	3	12	4166	
TS	5	5	10	2	ApMB		2	17	18	4168	
VS			14	13	TS	4	3	6	2	4169	
VS			14	13	TS	4	4	2	2	4169	
VS			14	13	MS		2	8	3	4169	
VS			14	13	MS		2	8	9	4169	
VS			14	13	KS			17	3	4169	
VS			14	13	KS			17	8	4169	
VS			14	13	KS			20	11	4169	
VS			14	13	ŚB	8	3	1	14	4169	
RV		10	15	5d	VS			19	57d	4179	
RV		10	15	5d	VS			19	58d	4179	
RV		10	15	5d	TS	2	6	12	3d	4179	
RV		10	15	5d	MS		4	10	6d	4179	
RV		10	15	5d	KS			21	14d	4179	
RV		10	15	5d	TB	2	6	16	2d	4179	
RV		10	15	5d	ApŚ		8	15	17d	4179	
RV		9	94	1a	TS	7	1	20	1a	4187	
RV		9	94	1a	KSA			1	11a	4187	
AVŚ		6	98	1b	MS		4	12	3b	4194	
AVŚ		6	70	1	AVŚ		6	70	3	4196	
AVŚ		3	7	1b	ApŚ		13	7	16b	4204	
RV		10	110	6d	VS			29	31d	4212	
RV		10	110	6d	MS		4	13	3d	4212	
RV		10	110	6d	KS			16	20d	4212	
RV		10	110	6d	TB	3	6	3	3d	4212	
RV		10	110	6d	N			8	11d	4212	
TS	1	1	5	2	KS			31	4	4218	
TS	1	1	5	2	TB	3	2	5	7	4218	
TS	1	1	5	2	ApŚ		1	19	6	4218	adhiṣavaṇam asi
RV		9	107	8b	SV			2	347b	4224	
RV		9	107	8b	JB			3	97	4224	
RV		1	162	16b	TS	4	6	9	2b	4240	
RV		1	162	16b	MS		3	16	1b	4240	
RV		1	162	16b	KSA			6	5b	4240	
AG		1	21	4	ŚG		4	8	12	4243	
AG		1	21	4	ŚG		6	3	6	4243	
AG		1	21	4	GG		2	10	38	4243	
AG		1	21	4	KhG		2	4	20	4243	
AG		1	21	4	HG		1	6	10	4243	
AG		1	21	4	VārG			5	24	4243	
AG		1	21	4	GDh			1	46	4243	
AG		1	21	4	ApDh	1	3	10	15	4243	
AG		1	21	4	MDh			2	73	4243	
AG		1	21	4	AuśDh			3	39	4243	
RV		9	2	3a	JB			3	137	4244	
RV		8	72	16a	AŚ		4	7	4	4245	
RV		8	72	16a	AŚ		5	12	15	4245	
RV		8	72	16a	ŚŚ		5	10	9	4245	adhukṣat
RV		8	38	3b	SV			2	425b	4246	
RV		8	38	3b	JB			3	142b	4246	
RV		8	70	3d	SV			1	243d	4251	
RV		8	70	3d	SV			2	505d	4251	
VS			29	58	KSA			8	1	4268	
VS			29	59	KSA			8	3	4269	
VS			16	5a	MS		2	9	2a	4279	
VS			16	5a	KS			17	11a	4279	
VS			16	5a	MŚ	11	7	1	4	4279	adhy avocat
MS		4	13	4a	MŚ	5	2	8	25	4287	
MS		4	13	4	AB		2	7	11	4288	
MS		4	13	4	TB	3	6	6	4	4288	
MS		4	13	4	AŚ		3	3	1	4288	
MS		4	13	4	ŚŚ		5	17	10	4288	
MS		4	13	4	Kauś			69	6	4288	
MS		4	13	4	N			5	11	4288	
MS		4	13	4	AŚ		10	8	7	4288	adhrigo śamīdhvam
AŚ		5	3	14	MG		1	22	11	4293	
AŚ		5	3	14	VārG			5	30	4293	
VS			1	24	TA		4	2	1	4299	
VS			1	24	TA		5	2	6	4299	
KS			7	12d	ApŚ		5	8	6d	4302	
KS			7	12d	MŚ	1	5	2	3d	4302	
RV		8	102	7b	SV			2	296b	4304	
VS			21	57b	TB	2	6	14	5b	4307	
KS			35	7a	MŚ	2	3	8	4a	4309	
ṢB			2	5	ŚB	4	4	2	16	4311	
ṢB			2	5	AŚ		2	16	18	4311	
ṢB			2	5	AŚ		5	6	2	4311	
ṢB			2	5	AŚ		5	6	14	4311	
RV		2	14	1a	ŚŚ		18	19	5	4328	
RV		2	14	1a	ŚŚ		9	7	5	4328	adhvaryavo bharatendrāya
RV		2	14	1a	ŚŚ		12	4	8	4328	adhvaryavo bharatendrāya
RV		7	98	1a	Vait			33	19a	4339	
RV		7	98	1a	Vait			33	20	4339	adhvaryavo'ruṇam
ApŚ		12	27	6	MŚ	2	4	2	11	4355	
KS			31	13	ŚB	13	4	3	6	4356	
KS			31	13	ŚB	13	4	3	7	4356	
KS			31	13	ŚB	13	4	3	8	4356	
KS			31	13	ŚB	13	4	3	9	4356	
KS			31	13	ŚB	13	4	3	10	4356	
KS			31	13	ŚB	13	4	3	11	4356	
KS			31	13	ŚB	13	4	3	12	4356	
KS			31	13	ŚB	13	4	3	13	4356	
KS			31	13	ŚB	13	4	3	14	4356	
KS			31	13	AŚ		8	13	4	4356	
KS			31	13	AŚ		10	6	12	4356	
KS			31	13	ŚŚ		10	14	1	4356	
KS			31	13	ŚŚ		10	15	1	4356	
KS			31	13	ŚŚ		10	16	1	4356	
KS			31	13	ŚŚ		10	17	1	4356	
KS			31	13	ŚŚ		10	18	1	4356	
KS			31	13	ApŚ		20	6	11	4356	
RV		9	51	1a	SV			2	575a	4357	
RV		9	51	1a	VS			20	31a	4357	
RV		9	51	1a	JB			3	209a	4357	
RV		9	51	1a	PB		14	9	1	4357	
RV		9	51	1a	Vait			30	9a	4357	
RV		9	51	1a	KŚ		19	2	12	4357	adhvaryo adribhiḥ
ŚB	3	5	4	17	ApŚ		11	12	4	4360	
RV		8	4	11a	ŚŚ		12	9	11	4364	adhvaryo drāvayā
RV		10	17	12c	TS	3	1	10	1c	4370	
RV		10	17	12c	KS			35	8c	4370	
RV		10	17	12c	ŚB	4	2	5	2	4370	
RV		10	17	12c	Vait			16	17c	4370	
RV		10	17	12c	MŚ	2	4	3	29c	4370	
RV		6	44	13a	ŚŚ		14	3	8	4372	
TS	6	4	3	4	ApŚ		12	6	4	4373	
GB		2	3	10	Vait			20	18	4374	
GB		2	3	10	ŚŚ		8	3	5	4374	
GB		2	3	10	AŚ		5	18	4	4374	
GB		2	3	10	Vait			20	18	4375	
GB		2	3	10	ŚŚ		7	19	6	4375	
GB		2	3	10	ŚŚ		17	17	14	4375	
GB		2	3	10	AŚ		5	14	3	4375	
GB		2	3	10	ApŚ		12	27	12	4375	
RV		1	189	3b	TB	2	8	2	4b	4393	
AVŚ		6	59	1a	Kauś			41	14	4396	
AVŚ		6	59	1a	Kauś			50	13	4396	anaḍudbhyaḥ
VS			18	27	KS			18	12	4400	
VS			21	18d	KS			38	10d	4407	
VS			21	18d	TB	2	6	18	3d	4407	
AVŚ		4	11	1a	Kauś			66	12	4409	anaḍvān
VS			14	10	MS		2	8	2	4416	
VS			14	10	KS			17	1	4416	
VS			14	10	ŚB	8	2	4	9	4416	
VS			35	13a	TA		6	10	1a	4423	
VS			35	13a	KŚ		21	4	24	4423	anaḍvāham
AVŚ		12	2	48a	Kauś			72	8	4425	anaḍvāham
AVŚ		3	11	5b	AVP		1	61	3b	4427	
RV		1	115	5c	VS			33	38c	4436	
RV		1	115	5c	MS		4	14	4c	4436	
RV		1	115	5c	TB	2	8	7	2c	4436	
TB	3	7	14	4	ApŚ		14	32	4	4439	
VS			18	6	MS		2	11	3	4464	
VS			18	6	KS			18	9	4464	
AVŚ		6	40	3a	KS			37	10a	4466	
AVŚ		6	40	3d	KS			37	10c	4468	
AVP		2	86	1	AVP		2	86	3	4470	
AVP		2	86	1	AVP		2	86	4	4470	
AVP		2	86	1	AVP		2	86	5	4470	
AVP		2	86	1	AVP		2	86	6	4470	
RV		3	16	3d	TS	4	2	3	1b	4473	
RV		3	16	3d	TS	5	2	2	1	4473	
RV		3	16	3d	KS			16	10b	4473	
RV		3	16	3d	KS			19	12	4473	
RV		3	16	3d	MS		2	10	1b	4473	
RV		3	16	3d	PB		1	8	7b	4473	
RV		3	16	3d	ŚB	6	6	4	7	4473	
RV		3	16	3d	TB	3	11	4	1b	4473	
RV		3	16	3d	AG		1	16	5b	4473	
RV		3	16	3d	ŚG		1	27	7b	4473	
RV		3	16	3d	JG			1	10b	4473	
RV		3	16	3d	Kauś			106	7d	4473	
RV		3	16	3d	ApMB		2	15	15b	4473	
RV		3	16	3d	PrāṇāgU				1b	4473	
TB	2	5	3	3b	ApŚ		7	16	7	4474	
TB	2	5	3	3b	HG		2	5	3	4474	
TB	2	5	3	3b	ApMB		2	14	11	4474	
TB	2	5	3	3b	ApMB		2	14	12	4474	
TB	2	5	3	3b	ApMB		2	14	13	4474	
TB	2	5	3	3b	ApMB		2	14	14	4474	
RV		10	17	8d	AVŚ		18	4	46d	4475	
RV		3	22	4d	TS	4	2	4	3d	4477	
RV		3	22	4d	MS		2	7	11d	4477	
RV		3	22	4d	KS			16	11d	4477	
RV		3	22	4d	ŚB	7	1	1	25	4477	
RV		3	59	3a	TB	2	8	7	5a	4483	
RV		3	59	3a	AŚ		4	11	6	4483	
RV		3	59	3a	MS		4	12	6	4483	anamīvāsaḥ
AVŚ		4	18	5a	AVP		5	24	6a	4492	
AVP		9	3	9	AVP		9	3	11	4495	
AVP		9	3	9	AVP		9	3	12	4495	
AVP		9	3	9	AVP		9	3	13	4495	
RV		1	37	1b	MS		4	10	5b	4497	
RV		1	37	1b	KS			21	13b	4497	
RV		1	190	1a	ŚŚ		12	12	8	4498	anarvāṇaṃ vṛṣabham
RV		1	190	1a	Rvidh		1	27	5	4498	anarvāṇam
VS			6	12	TS	6	3	8	4	4504	
VS			6	12	MS		1	2	16	4504	
VS			6	12	MS		3	10	1	4504	
VS			6	12	KS			3	6	4504	
VS			6	12	KS			9	4	4504	
VS			6	12	ŚB	3	8	2	3	4504	
VS			6	12	ApŚ		7	18	3	4504	
VS			6	12	MŚ	1	8	4	2	4504	
RV		8	99	4a	JB			3	261a	4507	
RV		8	99	4a	N			6	23	4507	
AVŚ		2	2	3a	KA			1	101Aa	4513	
RV		1	6	8a	AVŚ		20	70	4a	4516	
RV		5	31	4a	TS	1	6	12	6a	4520	
RV		5	31	4a	MS		4	12	2	4520	
RV		5	31	4a	KS			8	16a	4520	
RV		5	31	4a	TB	2	8	4	3	4520	anavas te ratham
RV		5	31	4a	MS		4	14	13	4520	anavas te
TS	1	4	43	2	MS		4	8	2	4521	
RV		1	164	20d	MuṇḍU		3	1	1d	4525	
RV		1	164	20d	N			14	30d	4525	
RV		10	18	7c	AVŚ		18	3	57c	4527	
RV		10	18	7c	TA		6	10	2c	4527	
RV		5	31	5c	MS		4	12	2c	4532	
RV		5	31	5c	KS			8	16c	4532	
RV		4	36	1a	KB			21	2	4534	
RV		4	36	1a	KB			22	5	4534	
RV		4	36	1a	AA	1	5	3	5	4534	
RV		4	36	1a	AŚ		7	7	2	4534	anaśvo jātaḥ
RV		4	36	1a	ŚŚ		10	4	14	4534	anaśvo jātaḥ
RV		10	17	3b	AVP		1	97	4f	4535	
RV		10	17	3b	TA		6	1	1b	4535	
RV		10	17	3b	N			7	9b	4535	
AVŚ		2	10	1c	AVP		2	3	1c	4549	
AVŚ		2	10	1c	TB	2	5	6	1c	4549	
AVŚ		2	10	1c	HG		2	3	10c	4549	
AVŚ		2	10	1c	ApMB		2	12	6c	4549	
RV		5	82	6a	ŚŚ		9	27	2	4551	anāgasaḥ
RV		1	24	15d	AVŚ		7	83	3d	4552	
RV		1	24	15d	AVŚ		18	4	69d	4552	
RV		1	24	15d	ArS			1	4d	4552	
RV		1	24	15d	VS			12	12d	4552	
RV		1	24	15d	TS	1	5	11	4d	4552	
RV		1	24	15d	TS	4	2	1	4d	4552	
RV		1	24	15d	MS		1	2	18d	4552	
RV		1	24	15d	MS		4	14	17d	4552	
RV		1	24	15d	KS			3	8d	4552	
RV		1	24	15d	KS			16	8d	4552	
RV		1	24	15d	KS			19	11	4552	
RV		1	24	15d	KS			21	13	4552	
RV		1	24	15d	ŚB	6	7	3	8	4552	
RV		1	24	15d	SMB		1	7	10d	4552	
AVŚ		9	5	2d	MŚ		3	5	13d	4555	
RV		10	165	2b	MG		2	17	1b	4558	
RV		7	66	4b	VS			33	20b	4562	
RV		7	66	4b	JB			3	208b	4562	
RV		1	162	22c	TS	4	6	9	4c	4566	
RV		1	162	22c	KSA			6	5c	4566	
RV		7	51	1c	MS		4	14	14c	4568	
TB	3	7	11	5a	ApŚ		9	12	12	4573	anājñātam
AVP		14	4	2b	TS	4	5	1	4b	4576	
AVP		14	4	2b	MS		2	9	2b	4576	
AVP		14	4	2b	KS			17	11b	4576	
AVP		14	4	2b	NīlarU				12b	4576	
AŚ		2	5	9b	ApŚ		6	25	7b	4580	
AŚ		2	5	9b	MŚ	1	6	3	12b	4580	
AVP		15	1	5d	MS		3	16	4b	4587	
AVP		15	1	5d	KS			22	14d	4587	
AVP		15	1	5d	AŚ		4	12	2b	4587	
VS			14	9	ŚB	8	2	4	4	4588	
VS			1	31	MS		1	1	11b	4590	
VS			1	31	MS		1	4	4b	4590	
VS			1	31	MS		1	4	9b	4590	
VS			1	31	KS			1	10b	4590	
VS			1	31	KS			5	6	4590	
VS			1	31	KS			32	6	4590	
VS			1	31	ŚB	1	3	2	17	4590	
VS			1	31	ApŚ		2	7	9	4590	
VS			5	5	TS	6	2	2	3	4591	
VS			5	5	MS		1	2	7	4591	
VS			5	5	KS			2	8	4591	
VS			5	5	GB		2	2	3	4591	
VS			5	5	ŚB	3	4	2	14	4591	
VS			5	5	AŚ		4	5	3	4591	
VS			5	5	ŚŚ		5	8	2	4591	
VS			5	5	Vait			13	18	4591	
VS			5	5	ŚG		1	6	5	4591	
VS			5	5	ApŚ		11	1	2	4591	anādhṛṣṭam asi
VS			5	5	MŚ	2	2	1	4	4591	anādhṛṣṭam asi
VS			5	5	KŚ		8	1	25	4591	anādhṛṣṭam
VS			10	7b	KS			15	6b	4592	
VS			10	7b	ŚB	5	3	5	19	4592	
VS			37	12	ŚB	14	1	3	19	4595	
VS			37	12	TA		4	5	3	4595	
VS			37	12	KA			2	80	4595	
VS			37	12	KA			2	81	4595	
VS			37	12	ApŚ		15	7	6	4595	anādhṛṣyā purastāt
VS			37	12	MŚ		4	2	20	4595	anādhṛṣyā purastāt
RV		4	32	5b	SV			2	922b	4597	
VS			7	12	MS		1	3	12	4600	
VS			7	12	KS			4	4	4600	
VS			7	12	KS			27	8	4600	
VS			7	12	ŚB	4	2	1	15	4600	
VS			7	12	LŚ		3	5	15	4600	
VS			7	12	KŚ		9	10	7	4600	
VS			7	12	ApŚ		12	22	7	4600	
VS			7	12	MŚ	2	4	1	12	4600	
VS			7	12	MŚ	9	1	2	36	4600	
VS			10	4	MS		2	6	8	4602	
VS			10	4	MS		4	4	2	4602	
VS			10	4	KS			15	6	4602	
VS			10	4	ŚB	5	3	4	28	4602	
VS			10	4	TB	1	7	6	1	4602	anādhṛṣṭāḥ sīdata
VS			10	4	KŚ		15	4	47	4602	anādhṛṣṭāḥ sīdata
VS			10	4	ApŚ		18	13	21	4602	anādhṛṣṭāḥ sīdata
VS			10	4	MŚ	9	1	2	37	4602	anādhṛṣṭāḥ sīdata
MS		1	9	1	TA		3	5	1	4609	
