id	word	grammar	preverbs	meanings
94524	pāśakakevalī	f		name of a work
94525	pāśakapīṭha	mn		a gaming-table
94526	pāśika	m		one who snares animals; a birdcatcher; name of a man; a kind of plant
94527	pāśita	adj		tied; fettered; bound; snared
94528	pāśin	adj		having a net or noose; laying snares; Schlingen f￼hrend
94529	pāśin	m		a bird-catcher; trapper; name of Varuṇa; name of Yama; name of a son of Dhṛtarāshira
94530	pāśila	adj		
94531	pāśivāṭa	m		name of a people
94532	pāśyā	f		a multitude of nooses or ropes; a net
94533	pāśava	adj		
94534	pāśava	n		a flock; herd; belonging to cattle or animals
94535	pāśavapālana	n		pasturage or meadow grass
94536	pāśavamata	n		an erroneous doctrine
94537	pāśuka	adj		relating to cattle (esp. to the sacrificial animal); f￼r das Tieropfer ben￶tigt
94538	pāśukacāturmāsya	n		name of a work
94539	pāśukādiprayoga	m		name of chapter of Sāyaṇa's Yajñatantra -sudhā-nidhi
94540	pāśupata	adj		relating or sacred to or coming from Śiva Paśupati
94541	pāśupata	m		a follower or worshipper of Śiva Paśupati; Agati Grandiflora; Getonia Floribunda; name of a sone of Kubera < son of Vātsyāyana
94542	pāśupata	n		name of a place sacred to Śiva Paśupati
94543	pāśupatajñāna	n		the doctrine of the Pāśupatas
94544	pāśupatabrahmopaniṣad	f		name of an Upaniṣad
94545	pāśupatayoga	m		the system of the Pāśupatas
94546	pāśupatavrata	n		name of the 40th Pariś. of AV
94547	pāśupatavratin	m		a follower of Śiva Paśupati
94548	pāśupataśāstra	n		-jñāna
94549	pāśupatāstra	n		Śiva's trident
94550	pāśupatopaniṣad	f		name of an Upaniṣad
94551	pāśupalya	n		the breeding and rearing of cattle
94552	pāśubandhika	adj		relating to the slaughter of a sacrificial animal
94553	pāśī	f		a stone
94554	pāścāttya	adj		hinder; western; posterior; last
94555	pāścāttyanirayāmṛta	n		name of a work
94556	pāścāttyabhāga	m		the hinder part (of a needle)
94557	pāścātyākarasambhava	n		a species of salt coming from the West
94558	pāṣaka	m		an ornament for the feet
94559	pāṣaṇḍa	adj		heretical; impious
94560	pāṣaṇḍa	m		a heretic; hypocrite; impostor; any one who falsely assumes the characteristics of an orthodox Hindū; a Jaina; Buddhist
94561	pāṣaṇḍa	mn		false doctrine
94562	pāṣaṇḍakhaṇḍana	n		name of a work
94563	pāṣaṇḍacapeṭikā	f		name of a work
94564	pāṣaṇḍatā	f		heresy; heterodoxy
94565	pāṣaṇḍadalana	n		name of a work
94566	pāṣaṇḍaviḍambana	n		name of a comedy
94567	pāṣaṇḍastha	adj		addicted to heresy; belonging to an heretical sect
94568	pāṣaṇsyacapeṭikā	f		= ūda-mukha-capetikā
94569	pāṣāṇḍin	m		a heretic
94570	pāṣāṇḍya	n		heresy
94571	pāṣāṇa	m		a stone; [bot.] name of a plant; [alchemy] = adrikañcuka
94572	pāṣāṇī	f		a small stone used as a weight; a spear; [alchemy] a kind of rasaudhī
94573	pāṣāṇagardabha	m		a hard swelling on the maxillary joint
94575	pāṣāṇacaturdaśī	f		the 14th day in the light half of the month Mārgaśīrsha (on which a festival of Gaurī is celebrated)
94576	pāṣāṇacayanibaddha	adj		surrounded with a coping of stone (as a well)
94577	pāṣāṇadāraka	m		a stone-cutter's chisel
94578	pāṣāṇadāraṇa	m		a stone-cutter's chisel
94579	pāṣāṇabheda	m		Plectranthus Scutellarioides
94580	pāṣāṇabhedaka	m		Plectranthus scutellarioides; [alchemy] a kind of alchemical preparation
94581	pāṣāṇabhedana	m		Lycopodium Imbricatum
94582	pāṣāṇabhedin	mf		Coleus Aniboinicus; [alchemy] a kind of alchemical preparation; [bot.] = pāṣāṇabheda
94584	pāṣāṇavajrakarasa	m		a particular medicinal preparation
94585	pāṣāṇaśilā	f		a flat stone
94586	pāṣāṇasaṃdhi	m		a cave or chasm in a rock
94587	pāṣāṇasetubandha	m		a barrier or dam of stone
94588	pāṣāṇahṛdaya	adj		stone-hearted; cruel
94589	pāṣi	f		= silā; a stone; a spear; Kinnladen
94590	pāṣya	n		stones; a rampart of stones; the two stones for pressing the Soma
94591	pāṣṭhauha	n		name of a Sāman
94592	pāsa	m		
94593	pāstya	adj		belonging to a house; domestic
94594	pāstya	n		household
94595	pāhaṇapura	n		name of a place
94596	pāhāḍikā	f		(in music) name of Rāgiṇīs
94597	pāhāta	m		the Indian mulberry tree; Morus Indicadir
94598	pika	m		the Indian cuckoo; Cuculus Indicus
94599	pikī	f		a female cuckoo
94600	pikanikara	m		a pseudonym of a poet
94601	pikapriyā	f		a species of Jambū
94602	pikabaudhu	m		the mango tree
94603	pikabādhava	m		the spring
94604	pikabhakṣā	f		
94605	pikarāga	m		the mango tree
94606	pikavallabha	m		the mango tree
94607	pikasvarā	f		name of a Surāṅganā
94608	pikākṣa	n		
94609	pikāṅga	m		a particular bird
94610	pikānanda	m		the spring
94611	pikekṣaṇā	f		Asteracantha Longifolia
94612	pikka	m		an elephant 20 years old; any young elephant
94613	pikkā	f		a collection or string of 13 pearls weighing a Dharaṇa
94614	picaṇḍa	mn		the belly or abdomen
94615	picaṇḍa	m		a particular part or limb of an animal
94616	picaṇḍaka	adj		= ūde kuśalaḥ
94617	picaṇḍikā	f		the calf of the leg or the instep
94618	picaṇḍila	adj		big-bellied; corpulent
94619	piciṇḍa	m		= picaṇḍa
94620	piciṇḍikā	f		
94621	picila	m		an elephant
94622	picu	m		cotton; Vangueria Spinosa; a sort of grain; a Karsha or weight of 2 Tolas; a kind of leprosy; name of Bhairava or of one of his 8 faces; name of an Asura
94623	picutūla	n		cotton
94624	picumanda	m		the Nimb tree; Azadirachta Indica
94625	picumarda	m		the Nimb tree; Azadirachta Indica
94626	picuvaktrā	f		name of a Yoginī
94627	picavya	m		the cotton plant
94628	picuka	m		Vangueria Spinosa
94629	picukīya	adj		
94630	picula	m		a species of tree (Barringtonia Acutangula or Tamarix Indica); cotton; a kind of cormorant or sea crow
94631	piccaṭa	adj		pressed flat; squeezed
94632	piccaṭa	m		inflammation of the eyes; ophthalmia
94633	piccaṭa	n		a substance pressed flat; cake; tin; lead
94634	piccita	adj		= piccaṭa; crushed [medic.] (one of the desasters when piercing a sirā: using a blunt knife); [medic.] (Glied: plattgedr￼ckt durch eine Verletzung)
94635	piccā	f		a collection or string of 16 pearls weighing a Dharaṇa
94636	picciṭa	m		a species of venomous insect
94637	picchorā	f		a pipe; flute
94638	piccholā	f		flute; Fl￶te; Pfeife
94639	piccha	n		a feather of a tail (esp. of a peacock); the feathers of an arrow (pl.); a tail; a wing; a crest
94640	picchā	f		the scum of boiled rice and of other grain; the gum of Bombax Heptaphyllum; slimy saliva; the venomous saliva of a snake; a multitude; mass; heap; the calf of the leg; a sheath or cover; the areca-nut; a row or line; a diseased affection of a horse's feet; Dalbergia Sissoo; = mocā and picchila; armour; a sort of cuirass; schaumiger Ausfluss; Schaum; eine (klumpige) Masse; Lymphe
94641	picchabāṇa	m		a hawk
94642	picchalatikā	f		a tail-feather
94643	picchavat	adj		having a tail; tailed
94644	picchāsrāva	m		slimy saliva
94645	pitcchaka	mn		a tail-feather
94646	pitcchikā	f		a bunch of peacock's tailfeathers (used by conjurors)
94647	picchana	n		pressing flat; squeezing
94648	picchala	adj		slimy; slippery; smeary
94649	picchala	m		name of a Nāga of the race of Vāsuki; Cordia Latifolia and Myxa
94650	picchalā	f		Dalbergia Sissoo; Bombax Heptaphyllum; name of a river
94651	picchaladalā	f		Zizyphus Jujuba
94652	piccha￟āṅga	m		Pimelodus Gagora
94653	picchitikā	f		Dalbergia Sissoo
94654	picchila	adj		slimy; lubricous; slippery; having a tail
94655	picchila	m		Cordia Latifolia; Tamarix Indica; the doṣa kapha; name of a serpent which was burnt in Janamejayas sarpasattra
94656	picchilā	f		name of a river; Dalbergia Sissoo; Bombax Heptaphyllum; Basella Lucida or Rubra; a kind of grass
94657	picchilacchadā	f		Basella Cordifolia
94658	picchilatvac	m		Grewia Elastica; an orange tree or orange-peel
94659	picchilabīja	n		the fruit of Dillenia Indica
94660	picchilasāra	m		the gum of Bombax Heptaphyllum
94661	picchilātantra	n		name of a Tantra
94662	picchilaka	m		Grewia Elastica
94663	piñcha	n		a wing
94664	pijavana	m		name of a man
94665	pijūla	m		name of a man
94666	piñcadeva	m		name of a man
94667	piṅga	adj		yellow; reddish-brown; tawny; brown
94668	piṅga	m		yellow (the colour); a buffalo; name of one of the sun's attendants; name of a man; a mouse; name of a kind of divine being; [min.] = rīti
94669	piṅgā	f		a kind of yellow pigment; = gorocanā; the stalk of Ferula Asa Foetida; turmeric; Indian saffron; bamboo manna; name of a woman; name of Durgā; a tubular vessel of the human body which according to the Yoga system is the channel of respiration and circulation for one side; a bow-string
94670	piṅgī	f		Mimosa Suma
94671	piṅga	n		orpiment; a young animal; [min.] = haritāla
94672	piṅgakapiśā	f		a species of cockroach
94673	piṅgacakṣus	m		a crab
94674	piṅgajaṭa	m		name of Śiva
94675	piṅgatīrtha	n		name of a Tirtha
94676	piṅgadanta	m		name of a man
94677	piṅgadṛś	m		name of Śiva
94678	piṅgadeha	m		name of Śiva
94679	piṅgamūla	mn		a carrot
94681	piṅgavarṇavatī	f		turmeric
94682	piṅgasāra	mn		yellow orpiment; [min.] = haritāla
94683	piṅgasphaṭika	m		a kind of gem; [min.] = gomedaka
94685	piṅgākṣa	m		an ape; name of Agni; name of śiva; name of a Rakṣas; name of a Daitya; name of a wild man; name of a bird (one of the 4 sons of Droṇa)
94686	piṅgākṣī	f		name of a deity presiding over families; name of one of Skanda's attendant Mātṛs
94687	piṅgāsya	m		a species of fish; Pilemodius Pangasius
94688	piṅgekṣaṇa	adj		name of Śiva
94689	piṅgesa	m		name of Agni
94690	piṅgesvara	m		name of a being attendant on Pārvatī
94691	piṅgara	m		name of a man
94692	piṅgala	adj		reddish-brown; tawny; yellow; gold
94693	piṅgala	m		fire; an ape; an ichneumon; a small kind of owl; a small kind of lizard; a species of snake; a particular vegetable poison; yellow colour; one of the Rudras; [rel.] name of a Nāga; name of a grammarian
94694	piṅgalā	f		a species of bird; a kind of owl; Dalbergia Sissoo; a kind of brass; a particular vessel of the body (the right of 3 tubular vessels which according to the Yoga philosophy are the chief passages of breath and air); a kind of yellow pigment; name of Lakṣmī; name of a courtesan who became remarkable for her piety; name of the female elephant of the South quarter; name of an astrological house or period; heart-pea; rechtes Nasenloch; a kind of leech; a kind of venomous insect; [min.] brass; [min.] = rājarīti; = gorocanā
94695	piṅgala	n		a particular metal; yellow orpiment
94696	piṅgalakāṇva	m		name of a teacher
94697	piṅgalagāndhāra	m		name of a Vidyādhara
94698	piṅgalacchandaḥsūtra	n		name of Piṅgala's work on metrics
94699	piṅgalajya	adj		having a brown string (Śiva's bow)
94700	piṅgalatattvaprakaśikā	f		name of a work
94701	piṅgalatva	n		a tawny or yellow colour
94702	piṅgalanāga	m		the serpent-demon Piṅgala
94703	piṅgalaprakāśa	m		name of a work
94704	piṅgalaroman	adj		tawny-haired (said of a Piśāca)
94705	piṅgalaloha	n		a kind of metal; brass; [min.] = rīti
94706	piṅgalavatsajīva	m		name of a man
94707	piṅgalavārttika	n		
94708	piṅgalasutra	n		name of a work
94710	piṅgalākṣa	m		name of Śiva; a kind of bird
94711	piṅgalātantra	n		name of a work
94713	piṅgaleśvara	mn		name of a Liṅga; [rel.] name of a Tīrtha at the Narmadā
94714	piṅgaleśvarī	f		a form of Dākṣāyaṇī
94715	piṅgalaka	m		name of a Yakṣa; name of a man; name of a lion; name of a serpent which was burnt in Janamejayas sarpasattra
94716	piṅgalikā	f		a variety of the owl; a sort of crane; a kind of bee; name of a woman
94717	piṅgalaka	adj		reddish-brown; yellow; tawny
94718	piṅgalita	adj		made reddishbrown; become tawny
94719	piṅgalin	adj		reddish-brown
94720	piṅgaliman	m		tawny or yellow colour
94721	piṅgāśa	m		the chief of a community of wild tribes; the head man or proprietor of a village; a kind of fish; Pimelodius Pangasius
94722	piṅgāśī	f		= nālikā or nīlikā
94723	piṅgāśa	n		virgin gold
94724	piṅgiman	m		tawny or yellow colour
94725	piñja	adj		confused; disturbed in mind; full of
94726	piñja	m		the moon; a species of camphor
94727	piñjā	f		hurting; injuring; turmeric; cotton; a species of tree resembling the vinepalm; a switch
94728	piñja	n		strength; power
94729	piñjaṭa	m		the concrete rheum of the eyes
94730	piñjana	n		a bow or bow-shaped instrument used for cleaning cotton
94731	piñjara	adj		reddish-yellow; yellow or tawny; of a golden colour
94732	piñjara	m		a tawnybrown colour; a horse; name of a mountain
94733	piñjara	n		gold; yellow orpiment; the flower of Mesua Roxburghii; [min.] = haritāla
94734	piñjaraka	m		name of a Nāga
94735	piñjaraka	n		orpiment; [min.] = haritāla; a kind of musical instrument (?)
94736	piñjarika	n		a kind of musical instrument
94737	piñjala	adj		extremely confused or disordered
94738	piñjalā	f		name of a river
94739	piñjalī	f		a bunch of stalks or grass
94740	piñjala	n		Curcuma Zerumbet; yellow orpiment
94741	piñjāna	n		gold
94742	piñjikā	f		a roll of cotton from which threads are spun
94743	piñjula	n		a bunch of stalks or grass
94744	piñjūṣa	mn		the wax of the ear
94745	piñjeṭa	n		the excretion or concrete rheum of the eyes
94746	piñjotā	f		the rustling of leaves
94747	piṭa	mn		a basket; box; a roof; a sort of cupboard or granary made of bamboos or canes
94748	piṭaka	n		a basket or box; a granary; a collection of writings; a boil; blister; a kind of ornament on Indra's banner
94749	piṭaka	m		name of a man; son of Mandhātṛ
94750	piṭākyā	f		a multitude of baskets
94751	piṭaṅkākī	f		Cucumis Colocynthis
94752	piṭaṅkāśa	m		Silurus Pabda
94753	piṭṭaka	n		the tartar or secretion of the teeth
94754	piṭṭita	adj		pressed flat
94755	piṭha	m		pain; distress
94756	piṭhana	n		
94757	piṭhara	adj		a pot; pan
94758	piṭhara	m		an addition to a building shaped like a hollow vessel; a kind of hut or store-room; name of a particular Agni; name of a Dānava; a pot; a pan; = sthālī
94759	piṭhara	n		a churning stick; the root of Cyperus Rotundus
94760	piṭharapāka	m		the union of cause and effect by means of heat
94761	piṭharaka	mn		a pot; pan
94762	piṭharaka	m		name of a Nāga
94763	piṭharakakapāla	n		a fragment of a pot; potsherd
94764	piṭhīnas	m		name of a man
94765	piḍaka	mf		a small boil; pimple; pustule
94766	piḍakāvat	adj		having boils or pustules
94767	piṇḍa	mn		any round or roundish mass or heap; a ball; globe; knob; button; clod; lump; piece; a roundish lump of food; a bite; morsel; mouthful; (esp.) a ball of rice or flour etc. offered to the Pitṛs or deceased ancestors; a Śrāddha oblation; food; daily bread; livelihood; subsistence; any solid mass or material object; the body; bodily frame; the calf of the leg; the flower of a China rose; a portico or particular part of a house; power; force; an army; [alchemy] a state of jīrṇasūta; [alchemy] a kind of haritāla; myrrh; [min.] = tīkṣṇaloha; iron; [rit.] = sapiṇḍa
