id	word	wordnet21id	wordnetSupersenseId	wordnetSupersenseName
969	wheeling	propelling something on wheels	00120	04	act
970	shooting	the act of firing a projectile; "his shooting was slow but accurate"	00120	04	act
971	shoot	the act of shooting at targets; "they hold a shoot every weekend during the summer"	00120	04	act
972	countershot	a return shot; a retaliatory shot	00120	04	act
973	discharge	the act of discharging a gun	00120	04	act
974	gun	the discharge of a gun as signal or as a salute in military ceremonies; "a twenty gun salute"	_	_	_
975	fire control	preparation for the delivery of shellfire on a target	00121	04	act
976	gunfire	the act of shooting a gun; "the gunfire endangered innocent bystanders"; "they retreated in the face of withering enemy fire"	00121	04	act
977	headshot	a shot aimed at a person's head	00121	04	act
978	skeet	the sport of shooting at clay pigeons that are hurled upward in such a way as to simulate the flight of a bird	00121	04	act
979	shellfire	shooting artillery shells	00122	04	act
980	gunfight	a fight involving shooting small arms with the intent to kill or frighten	00122	04	act
981	potshot	a shot taken at an easy or casual target (as by a pothunter)	00122	04	act
982	touch	the act of putting two things together with no space between them; "at his touch the room filled with lights"	00044	04	act
983	contact	the act of touching physically; "her fingers came in contact with the light switch"	00122	04	act
984	rub	the act of rubbing or wiping; "he gave the hood a quick rub"	00122	04	act
985	scuff	the act of scuffing (scraping or dragging the feet)	00122	04	act
986	tap	a light touch or stroke	00122	04	act
987	hit	a act of hitting one thing with another; "repeated hitting raised a large bruise"; "after three misses she finally got a hit"	_	_	_
988	collision	the act of colliding with something	_	_	_
989	impingement	a sharp collision produced by striking or dashing against something	00123	04	act
990	batting	(in baseball) the batter's attempt to get on base	_	_	_
991	fielding	(in baseball) handling the ball while playing in the field	_	_	_
996	best	the supreme effort one can make: "they did their best"	_	_	_
997	worst	the weakest effort or poorest achievement one is capable of: "it was the worst he had ever done on a test"	_	_	_
998	fair ball	(in baseball) a ball struck with the bat so that it stays between the foul lines on the playing field	_	_	_
999	foul	(in baseball) a ball struck with the bat so that it does not stay between the foul lines on the playing field	_	_	_
1000	snick	a glancing contact with the ball off the edge of the cricket bat	00125	04	act
1001	bunt	the act of hitting a baseball lightly without swinging the bat	_	_	_
1002	fly	the act of hitting a baseball so that it flies high in the air	_	_	_
1003	blast	a long and hard-hit fly ball	_	_	_
1004	pop fly	a short high fly ball	00126	04	act
1005	grounder	the act of hitting a baseball along the ground	_	_	_
1006	chop	a grounder that bounces high in the air	00126	04	act
1007	roller	a grounder that rolls along the infield	00126	04	act
1013	hit	a successful stroke in an athletic contest (especially in baseball); "he came all the way around on Williams' hit"	_	_	_
1014	base hit	the successful act of striking a baseball in such a way that the batter reaches base safely	_	_	_
1015	header	(soccer) the act of hitting the ball with your head	00128	04	act
1016	liner	the act of hitting a baseball so that it flies straight out from the batter; "the batter hit a liner to the shortstop"	_	_	_
1017	line-drive single	a single resulting from a line drive	00129	04	act
1018	line-drive double	a double resulting from a line drive	00129	04	act
1019	line-drive triple	a triple resulting from a line drive	00129	04	act
1020	plunk	the act of hitting a baseball so that it drops suddenly	_	_	_
1021	homer	a base hit on which the batter scores a run	00129	04	act
1022	solo homer	a home run with no runners on base	00129	04	act
1023	single	a base hit on which the batter stops safely at first base	00130	04	act
1024	double	a base hit on which the batter stops safely at second base; " he hit a double to deep centerfield"	_	_	_
1025	triple	a base hit at which the batter stops safely at third base	00130	04	act
1026	clip	a sharp slanting blow; "he gave me a clip on the ear"	00130	04	act
1027	knock	the act of hitting vigorously; "he gave the table a whack"	00130	04	act
1028	thwack	a hard blow with a flat object	00131	04	act
1029	smack	the act of smacking something	_	_	_
1030	knockdown	a blow that knocks the opponent off his feet	00131	04	act
1031	knockout	a blow that renders the opponent unconscious	00131	04	act
1032	technical knockout	a knockout declared by the referee who judges one boxer unable to continue	00131	04	act
1033	swat	a sharp blow	00131	04	act
1034	spank	a slap with the flat of the hand	00131	04	act
1035	whip	a quick blow with a whip	_	_	_
1036	punch	(boxing) a blow with the fist	_	_	_
1037	box	a blow with the hand (usually on the ear); "I gave him a good box on the ear"	00132	04	act
1038	dig	the act of touching someone suddenly with your finger or elbow; "she gave me a sharp dig in the ribs"	00132	04	act
1039	counterpunch	a return punch	_	_	_
1040	haymaker	a hard punch that renders the opponent unable to continue boxing	00133	04	act
1041	hook	a short swinging punch delivered from the side with the elbow bent	00133	04	act
1042	jab	a quick short straight punch	00133	04	act
1043	rabbit punch	a short chopping blow to the back of the neck	00133	04	act
1044	roundhouse	a hook delivered with an exaggerated swing	00133	04	act
1045	kick	the act of delivering a blow with the foot; "he gave the ball a powerful kick"	_	_	_
1046	kickoff	a kick from the center of the field to start a football game or to resume it after a score	_	_	_
1047	goal-kick	(Association football) a kick by the defending side after the attacking side sends the ball over the goal-line	00134	04	act
1048	goal-kick	(Rugby football) an attempt to kick a goal	_	_	_
1049	punt	kicking in which the football is dropped from the hands and kicked before it touches the ground	_	_	_
1050	place kick	a kick (in soccer or football) in which the ball is placed on the ground before kicking	_	_	_
1051	free kick	(in soccer) a place kick that is allowed for a foul or infringement by the other team	_	_	_
1052	corner kick	a free kick from the corner awarded to the other side when a player has sent the ball behind his own goal line	00135	04	act
1053	dropkick	kicking (as for a field goal) in which the football is dropped and kicked as it touches the ground	_	_	_
1054	kiss	a light glancing touch; "there was a brief kiss of their hands in passing"	00135	04	act
1055	kiss	a caress with the lips	_	_	_
1056	laying on	the act of contacting something with your hand; "peonies can be blighted by the laying on of a finger"	00135	04	act
1057	smack	an enthusiastic kiss	00136	04	act
1058	smacker	a loud kiss	00136	04	act
1059	soul kiss	an open-mouthed kiss in which your tongue is inserted into the other's mouth	_	_	_
1060	catch	the act of catching an object with the hands; "Mays made the catch with his back to the plate"	_	_	_
1064	rebound	the act of securing possession of rebounding basketball after a missed shot	_	_	_
1065	shoestring catch	(baseball) a running catch made near the ground	00137	04	act
